timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 10-- 2021 4:36:07 PM,12709.8,13235,14344,13235;13813;14344;11719;10438;,0.331817657,0.371,0.452,0.42220793544691576;0.37052977925710273;0.31909933616227065;0.45200783301472247;0.09524340307729517;,536057751,5.35E+08,543934915,543934915;536590688;534642116;533563502;531557534;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.212933495,0.263,0.313,0.08061409055498095;0.30136695912691597;0.3125889120619673;0.10703385448332117;0.2630636604385672;,8,8,8,8.0;8.0;8.0;8.0;8.0;,0,0,0,0;0;0;0;0;,1.304,0.147,4.107,0.14666666666666667;4.1066666666666665;2.106666666666667;0.04;0.12;,0.33507888,0.378,0.46,0.4246209887992016;0.37784973879914086;0.31656500766597395;0.45996065723821444;0.09639800615371887;
Jan 10-- 2021 4:38:07 PM,12469.2,12360,13375,12047;13375;12704;11860;12360;,0.31789947,0.381,0.419,0.41930557653446354;0.4004568500559631;0.36215887218292864;0.0896765821463603;,588342530.5,5.88E+08,591351809,591351809;588904039;587094861;586019413;,52,52,52,52.0;52.0;52.0;52.0;,0.192491848,0.166,0.334,0.33381529454254405;0.11268476190515059;0.10349356538862137;0.21997377053575395;,9,9,9,9.0;9.0;9.0;9.0;,0,0,0,0;0;0;0;,1.143333333,1.167,2.12,0.12;2.12;2.12;0.21333333333333335;,0.319879429,0.379,0.43,0.4299340891975052;0.39336734595482814;0.36499844831563005;0.09121783159146046;
Jan 10-- 2021 4:40:06 PM,14114.8,13891,15375,13666;15375;13891;14423;13219;,0.353539098,0.385,0.5,0.49997029229151657;0.4019020432503029;0.3852519336771506;0.36833755562765996;0.11223366763346326;,647336221.8,6.48E+08,651449256,651449256;649656449;647573522;645075657;642926225;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.103287855,0.065,0.296,0.06537938882124157;0.29627714088087426;0.06739985511483897;0.04966186576856616;0.037721026066971745;,10,10,10,10.0;10.0;10.0;10.0;10.0;,0,0,0,0;0;0;0;0;,1.330666667,0.133,4.133,0.13333333333333333;0.13333333333333333;4.133333333333333;2.1333333333333333;0.12;,0.352937199,0.381,0.494,0.49350111527449736;0.40560004107169606;0.380606237475255;0.3714125878153671;0.1135660157184548;
Jan 10-- 2021 4:42:02 PM,13210.2,13016,14486,14486;13016;12704;14360;11485;,0.335436407,0.402,0.425,0.41447338266592504;0.4249657647579911;0.32415383664005065;0.40180209931558425;0.11178695076727693;,701641706,7.02E+08,705655180,705655180;703136809;701578573;700012145;697825823;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.138676166,0.15,0.259,0.07782639711901031;0.25924346313741;0.05502225745172129;0.14982878650210033;0.15145992591546834;,11,11,11,11.0;11.0;11.0;11.0;11.0;,0,0,0,0;0;0;0;0;,2.272,2.147,6.147,0.06666666666666667;2.1999999999999997;6.1466666666666665;2.1466666666666665;0.8;,0.336348643,0.402,0.432,0.4036331976334103;0.4321443060566402;0.3294900280877908;0.40247227585840073;0.11400340969381728;
Jan 10-- 2021 4:43:58 PM,12837.8,13094,14579,14579;13094;13344;12063;11109;,0.323965709,0.364,0.452,0.45151723194673826;0.34208799374184823;0.385984040766442;0.11627357108807944;,758718162,7.59E+08,760894498,760894498;759753488;757949297;756275365;,52,52,52,52.0;52.0;52.0;52.0;,0.125460169,0.094,0.269,0.12503355195346358;0.2693061979877609;0.06342557696752536;0.044075347123799416;,12,12,12,12.0;12.0;12.0;12.0;,0,0,0,0;0;0;0;,1.653333333,2.167,2.173,2.1733333333333333;0.10666666666666667;2.16;2.1733333333333333;,0.328430471,0.373,0.451,0.45062542120548954;0.3517680884391028;0.39330965424911357;0.11801871874482928;
Jan 10-- 2021 4:46:00 PM,11759.8,12219,14501,14501;14329;12219;8656;9094;,0.382256457,0.462,0.496,0.44666906598544237;0.47736053048463417;0.4961239834118068;0.10887224807220167;,814409558.8,8.14E+08,820736018,820736018;814620675;812672103;809609439;,52,52,52,52.0;52.0;52.0;52.0;,0.189350518,0.164,0.326,0.10400724251296026;0.18077053842650315;0.32600900725562976;0.14661528237975469;,13,13,13,13.0;13.0;13.0;13.0;,0,0,0,0;0;0;0;,1.673333333,1.173,4.2,0.14666666666666667;2.16;0.18666666666666668;4.2;,0.384295247,0.469,0.489,0.45901435832838855;0.47874424832137646;0.48880037330451687;0.11062200766399745;
Jan 10-- 2021 4:48:05 PM,12872.4,13141,14032,13938;14032;12673;13141;10578;,0.388571589,0.445,0.617,0.4613147224126415;0.6165510679472601;0.31619104085523825;0.4447532201185075;0.10404789340034486;,869151925,8.68E+08,874938229,874938229;870722267;868343264;866452088;865303777;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.127896418,0.119,0.248,0.118705517060603;0.06164991250872406;0.2481704117955382;0.06500553773457081;0.14595071199852913;,14.2,14,15,14.0;14.0;14.0;15.0;14.0;,0.2,0,1,0;0;1;0;0;,0.557333333,0.187,2.267,0.18666666666666668;0.18666666666666668;2.2666666666666666;0.02666666666666667;0.12;,0.390914532,0.446,0.618,0.4635875482338052;0.6182450489320873;0.3200061555632341;0.445669932564418;0.10706397617195551;
Jan 10-- 2021 4:50:01 PM,12294.8,12675,14219,14219;12907;12675;11376;10297;,0.394526916,0.421,0.616,0.6155146564818336;0.464989354269566;0.37737035625477483;0.12023329640766182;,928888416,9.29E+08,932778232,932778232;930128698;927205415;925441319;,53,53,53,53.0;53.0;53.0;53.0;,0.172532561,0.15,0.268,0.12226529140089115;0.26787022614532296;0.13328469535962018;0.16671003023862072;,15,15,15,15.0;15.0;15.0;15.0;,0,0,0,0;0;0;0;,3.75,4.3,6.2,0.2;4.306666666666667;4.293333333333333;6.2;,0.398252815,0.422,0.627,0.6265528301251304;0.4662573328350751;0.37818377118616214;0.1220173239068416;
Jan 10-- 2021 4:52:01 PM,13075.8,13673,14297,14297;13673;14189;13141;10079;,0.430678374,0.508,0.59,0.5075006973304333;0.5904647030766365;0.5136070358309497;0.4225173325784486;0.11930210255920869;,986762420.6,9.86E+08,992311427,992311427;989464608;985750160;984080350;982205558;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.225102582,0.293,0.325,0.2932843546675455;0.294399518149071;0.10202362712268599;0.3252368376575714;0.11056857365789662;,16.2,16,17,16.0;16.0;16.0;16.0;17.0;,0,0,0,0;0;0;0;0;,1.218666667,0.453,2.6,0.2533333333333333;0.21333333333333335;2.6;2.5733333333333333;0.45333333333333337;,0.435513664,0.511,0.595,0.5112156680860461;0.5953918326664374;0.5288984193700259;0.42054765817812767;0.12151474197022338;
Jan 10-- 2021 4:53:58 PM,11851,12439,13141,13141;12439;12970;10142;10563;,0.32050205,0.358,0.444,0.38970150023052513;0.327056142993664;0.44410685176840436;0.12114370681527875;,1043535386,1.04E+09,1045746567,1045746567;1044503066;1042715272;1041176638;,53,53,53,53.0;53.0;53.0;53.0;,0.233857285,0.214,0.338,0.24353174701889857;0.33805192450563;0.18393512230068232;0.16991034718825074;,17,17,17,17.0;17.0;17.0;17.0;,0,0,0,0;0;0;0;,2.69,3.227,4.28,4.226666666666667;4.279999999999999;2.2266666666666666;0.02666666666666667;,0.329672319,0.359,0.442,0.3876119282091748;0.32980298566872146;0.44223544358675426;0.15903891698221428;
Jan 10-- 2021 4:55:59 PM,11975.6,12376,13938,13938;12750;11876;12376;8938;,0.300022008,0.374,0.396,0.37415982944811466;0.3961033264360305;0.1298028680645;,1099349883,1.10E+09,1102896142,1102896142;1098569484;1096584022;,53,53,53,53.0;53.0;53.0;,0.19536585,0.164,0.35,0.16393783359378633;0.07204736085651381;0.3501123544081042;,18,18,18,18.0;18.0;18.0;,0,0,0,0;0;0;,1.022222222,0.6,2.24,0.6;2.2399999999999998;0.22666666666666668;,0.302036251,0.374,0.4,0.37444233480379974;0.39970024564078366;0.1319661724362733;
Jan 10-- 2021 4:58:01 PM,12116,12563,14407,12563;14407;11688;9203;12719;,0.382049884,0.406,0.493,0.4849673280315426;0.39223536931212294;0.49330736652311474;0.4064512535120561;0.13328810114538045;,1161995738,1.16E+09,1165283635,1165283635;1163684413;1161903920;1160471847;1158634875;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.26245635,0.276,0.338,0.3049017529187924;0.15551460089257352;0.27576541533609267;0.3377591130931027;0.23834086773511814;,19,19,19,19.0;19.0;19.0;19.0;19.0;,0,0,0,0;0;0;0;0;,1.437333333,2.24,2.32,0.3066666666666667;0.06666666666666667;2.2533333333333334;2.32;2.2399999999999998;,0.385615323,0.405,0.498,0.49573688968603535;0.39381810710120446;0.49821168644687674;0.4051932875433326;0.13511664306101567;
Jan 10-- 2021 5:00:03 PM,13222.4,13548,16204,16204;13750;13548;12079;10531;,0.399843002,0.42,0.609,0.4843529111017763;0.6093929643377115;0.4202418488185674;0.3471671928729008;0.13806009152207174;,1226469872,1.22E+09,1237998376,1237998376;1227044876;1224560203;1221988545;1220757358;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.258546303,0.274,0.339,0.3336212158203125;0.25389663164511844;0.09164953296864342;0.2743431616171667;0.33922097412471824;,20.2,20,21,20.0;20.0;21.0;20.0;20.0;,0,0,0,0;0;0;0;0;,2.232,0.28,6.28,0.26666666666666666;0.27999999999999997;0.0;4.333333333333334;6.279999999999999;,0.401491897,0.426,0.608,0.4902917777148998;0.6081700840210934;0.42597401584962236;0.34308483264768463;0.1399387749146468;
Jan 10-- 2021 5:02:08 PM,13253.6,13125,14766,14766;13282;12407;12688;13125;,0.366072597,0.383,0.512,0.3825005636379038;0.3336481639238836;0.5124377569958003;0.47651447737256464;0.12526202310338555;,1290282203,1.29E+09,1294149376,1294149376;1292349294;1290991918;1288284988;1285635441;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.237288628,0.216,0.356,0.3561330776443344;0.21605619462423978;0.10844555456983675;0.21402906675979647;0.2917792485297972;,21,21,21,21.0;21.0;21.0;21.0;21.0;,0.2,0,1,0;1;0;0;0;,1.853333333,2.293,4.28,2.3333333333333335;0.32;0.04;2.2933333333333334;4.279999999999999;,0.36823104,0.378,0.513,0.3780478640034086;0.3381958581484818;0.5133907457576105;0.48335798769079846;0.1281627450588203;
Jan 10-- 2021 5:04:14 PM,14541,14734,16689,16204;16689;14328;14734;10750;,0.452727743,0.487,0.671,0.6707682992070836;0.32580284802565634;0.6391436755429664;0.4865011812933206;0.14142270934254808;,1355293846,1.36E+09,1360665392,1360665392;1358335593;1355087028;1352560465;1349820754;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.253899966,0.192,0.391,0.169475603097737;0.3767849734842866;0.19216448536026615;0.3905860205407718;0.14048874812283255;,22,22,22,22.0;22.0;22.0;22.0;22.0;,0,0,0,0;0;0;0;0;,0.802666667,0.347,2.707,0.3466666666666667;0.3466666666666667;0.29333333333333333;0.32;2.7066666666666666;,0.461946578,0.489,0.704,0.7042281515307348;0.33132165348365594;0.6408118187031264;0.4890515544568398;0.1443197095517338;
Jan 10-- 2021 5:06:20 PM,13631.4,13733,14954,13733;14313;14954;13047;12110;,0.412777171,0.44,0.548,0.510750433496461;0.5483514234976351;0.42613363946919575;0.43974135460814007;0.13890900257367253;,1421889795,1.42E+09,1429888297,1429888297;1423007282;1420595498;1418848703;1417109196;,52.2,52,53,53.0;52.0;52.0;52.0;52.0;,0.28638468,0.28,0.353,0.34968774315740686;0.2804046375363372;0.35277753476216656;0.1900353433182981;0.25901814268602746;,23,23,23,23.0;23.0;23.0;23.0;23.0;,0,0,0,0;0;0;0;0;,3.84,4.307,6.387,0.27999999999999997;2.3333333333333335;6.386666666666667;4.306666666666667;5.893333333333333;,0.41773782,0.448,0.551,0.5095410018094977;0.5509086420827355;0.44799770545627315;0.4396019536961209;0.14063979507102142;
Jan 10-- 2021 5:08:21 PM,12728.8,13891,14938,14938;13938;10001;13891;10876;,0.376483167,0.424,0.476,0.38383605816922634;0.4240494562849426;0.4505909237097463;0.47552733562333016;0.14841206024898096;,1490159597,1.49E+09,1495285576,1495285576;1492225557;1489326889;1487882528;1486077433;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.262247673,0.24,0.347,0.347420791572132;0.34217570198474045;0.16261839218994126;0.21935309078341314;0.23967038613471603;,24,24,24,24.0;24.0;24.0;24.0;24.0;,0,0,0,0;0;0;0;0;,1.928,2.32,4.32,0.3466666666666667;0.32;2.3333333333333335;4.32;2.32;,0.384151383,0.428,0.486,0.38828352712343794;0.4280532300339306;0.46784807367475756;0.48638432459798053;0.15018775969415699;
Jan 10-- 2021 5:10:23 PM,13772.2,13922,14938,14938;13922;14391;13500;12110;,0.432719135,0.493,0.518,0.4896186082556927;0.49296348915968663;0.5179264929445134;0.5030411198820269;0.16004596415242733;,1555967101,1.56E+09,1559999155,1559999155;1557993187;1556270077;1553605050;1551968034;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.267692216,0.25,0.427,0.1827103215637188;0.33307742325877704;0.1460036226454856;0.25000382296492335;0.42666589050236303;,25,25,25,25.0;25.0;25.0;25.0;25.0;,0,0,0,0;0;0;0;0;,2.616,2.333,6.347,2.3333333333333335;1.52;2.44;0.44;6.346666666666668;,0.436832756,0.5,0.522,0.5103817862651202;0.4894475187363653;0.5223986679916552;0.4998835752273241;0.16205223192207385;
Jan 10-- 2021 5:12:24 PM,11537.8,11641,12375,12375;11563;12000;11641;10110;,0.397535029,0.405,0.616,0.6164047426849358;0.40393328592804933;0.4068678723093152;0.1629342141436226;,1620874287,1.62E+09,1623949376,1623949376;1621443319;1619991657;1618112795;,53,53,53,53.0;53.0;53.0;53.0;,0.232586814,0.185,0.38,0.1844395885572986;0.37998948339378635;0.18109650905937347;0.18482167590184687;,26,26,26,26.0;26.0;26.0;26.0;,0,0,0,0;0;0;0;,2.86,2.373,6.44,2.373333333333333;2.373333333333333;6.4399999999999995;0.2533333333333333;,0.402818569,0.411,0.623,0.6233082128036502;0.41246067501374656;0.41038638843311104;0.16511900105347366;
Jan 10-- 2021 5:14:34 PM,13947.8,13798,14595,13485;14548;14595;13313;13798;,0.491733205,0.518,0.726,0.5533524924474306;0.4832063595206166;0.5643388262051887;0.7259333113814267;0.4685535358141096;0.15501470650840304;,1691159702,1.69E+09,1695800814,1695800814;1693044693;1691355268;1690038013;1689278204;1687441219;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;,0.265731604,0.253,0.362,0.19494633429885816;0.36199027447466425;0.19501117212826105;0.28109718951855917;0.3363246610106743;0.22501999322839022;,27,27,27,27.0;27.0;27.0;27.0;27.0;27.0;,0,0,0,0;0;0;0;0;0;,1.006666667,0.427,2.36,0.36;0.36;2.36;2.106666666666667;0.38666666666666666;0.46666666666666673;,0.497927743,0.522,0.753,0.5647597601962437;0.47914118081533175;0.5667831954268527;0.7526168179879518;0.4674306454214074;0.1568348573547963;
Jan 10-- 2021 5:16:37 PM,12697.2,12781,13907,12781;13907;12766;13188;10844;,0.331514561,0.343,0.468,0.3311094249693297;0.35445248996669254;0.4682684729098049;0.17222785605320343;,1762114074,1.76E+09,1765138373,1765138373;1762595426;1761122380;1759600117;,53,53,53,53.0;53.0;53.0;53.0;,0.377264818,0.361,0.495,0.32532925317228734;0.2927529735408729;0.39634863476453547;0.49462841238925453;,28,28,28,28.0;28.0;28.0;28.0;,0,0,0,0;0;0;0;,1.886666667,1.4,4.373,0.37333333333333335;4.373333333333333;2.373333333333333;0.4266666666666667;,0.334157702,0.346,0.472,0.33532244817939494;0.35578593430394373;0.4716656601624022;0.17385676490250623;
Jan 10-- 2021 5:18:46 PM,13250.4,13235,14219,13235;13813;14219;12250;12735;,0.430277122,0.482,0.558,0.5579803523089019;0.481506107473048;0.55587387873045;0.3917662906636457;0.16425897976082982;,1834356268,1.83E+09,1839075805,1839075805;1836066454;1834126074;1832177489;1830335517;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.384624793,0.393,0.51,0.3934764633798448;0.2530093072122595;0.319349864896091;0.44757368197682756;0.5097146478667464;,29,29,29,29.0;29.0;29.0;29.0;29.0;,0.2,0,1,0;0;0;1;0;,3.637333333,4.453,6.453,0.45333333333333337;0.4266666666666667;6.453333333333333;4.453333333333333;6.4;,0.434174703,0.48,0.573,0.5555692598677455;0.4803547949053244;0.573199003327704;0.3954511294767369;0.16629932621230947;
Jan 10-- 2021 5:20:51 PM,13144.4,13454,14610,14610;13454;13313;13845;10500;,0.517419108,0.542,0.827,0.5919564308679419;0.45947934775987626;0.826933387772142;0.5418883681795157;0.16683800591551975;,1906179621,1.91E+09,1910635315,1910635315;1909314816;1905184935;1904064418;1901698620;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.331866295,0.323,0.46,0.45980238661041073;0.3570026326975215;0.3232923626272884;0.220932881868258;0.29830121218409844;,30,30,30,30.0;30.0;30.0;30.0;30.0;,0,0,0,0;0;0;0;0;,1.544,0.44,4.427,0.44;0.02666666666666667;0.4266666666666667;4.426666666666667;2.4;,0.51940149,0.55,0.824,0.587683548375342;0.46735949734184634;0.8236686158427049;0.5495737590673757;0.1687220281840175;
Jan 10-- 2021 5:22:54 PM,13156.8,13641,14672,14672;13485;13985;13641;10001;,0.447407306,0.472,0.662,0.4720474031261012;0.6624862505710739;0.5789922370233329;0.35750002721586216;0.16601061387636049;,1976152614,1.98E+09,1981580275,1981580275;1978167766;1976195509;1973373800;1971445721;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.371123987,0.391,0.43,0.3911423413314446;0.3557650997210878;0.2703393757746551;0.4082228660465218;0.43015025390232053;,31,31,31,31.0;31.0;31.0;31.0;31.0;,0,0,0,0;0;0;0;0;,2.442666667,0.453,6.413,0.45333333333333337;0.41333333333333333;0.41333333333333333;4.52;6.413333333333333;,0.452440594,0.477,0.674,0.47728084173606866;0.6739198183847589;0.581045482471154;0.36004365637743435;0.16991317168552678;
Jan 10-- 2021 5:25:05 PM,13200.6,13751,15516,15516;13751;14235;11719;10782;,0.419459625,0.482,0.55,0.4936051118068434;0.5495152116212667;0.4700534427003407;0.16466473249804797;,2049476058,2.05E+09,2055524104,2055524104;2049667921;2047555405;2045156800;,53,53,53,53.0;53.0;53.0;53.0;,0.479271484,0.484,0.556,0.5338743160329417;0.39390958502633905;0.5555595444553159;0.43374248906421126;,32,32,32,32.0;32.0;32.0;32.0;,0,0,0,0;0;0;0;,1.383333333,0.413,4.44,0.37333333333333335;0.45333333333333337;0.26666666666666666;4.44;,0.421769383,0.485,0.551,0.5015770808584927;0.5511002779665093;0.4679614879325814;0.16643868442766707;
Jan 10-- 2021 5:27:10 PM,12559.6,12703,13501,13501;13047;12125;12703;11422;,0.43532876,0.401,0.762,0.7617961255142296;0.47194031653980917;0.33104592600021965;0.1765326730515907;,2123232150,2.12E+09,2125461899,2125461899;2123760186;2122673367;2121033146;,53,53,53,53.0;53.0;53.0;53.0;,0.453613024,0.421,0.577,0.39480992780358926;0.5770533512914456;0.4382611042525959;0.40432771108176696;,33,33,33,33.0;33.0;33.0;33.0;,0,0,0,0;0;0;0;,2.916666667,2.44,6.44,0.44;0.3466666666666667;4.44;6.4399999999999995;,0.44022849,0.409,0.765,0.7652113720676978;0.4837675110934383;0.33334832177962265;0.17858675582922534;
Jan 10-- 2021 5:29:20 PM,12313,12423,13407,13407;12703;12423;11235;11797;,0.401482795,0.472,0.488,0.4719537673895843;0.48799110615219393;0.4711378098073265;0.17484849562324445;,2196916797,2.20E+09,2199777831,2199777831;2197727685;2195661142;2194500530;,53,53,53,53.0;53.0;53.0;53.0;,0.424489148,0.438,0.491,0.4510683620328295;0.3301473937323824;0.4258678106614101;0.4908730238508997;,34.25,34,35,34.0;34.0;34.0;35.0;,0,0,0,0;0;0;0;,1.386666667,0.507,4.467,0.52;0.4933333333333333;4.466666666666667;0.06666666666666667;,0.407483452,0.48,0.493,0.4934708871643224;0.48911548392955495;0.4704910807425271;0.17685635620186743;
Jan 10-- 2021 5:31:31 PM,12653.2,12922,13672,13219;13672;12922;12906;10547;,0.407611094,0.444,0.565,0.4137263893432598;0.474385940061852;0.5653059234085547;0.17702612188088784;,2268687069,2.27E+09,2270912719,2270912719;2269493864;2267849534;2266492158;,53,53,53,53.0;53.0;53.0;53.0;,0.477460333,0.485,0.614,0.3990824326070874;0.5704780242383465;0.6141090482846225;0.32617182680241286;,35,35,35,35.0;35.0;35.0;35.0;,0.25,0,1,0;1;0;0;,3.456666667,3.44,4.533,4.533333333333333;2.413333333333333;4.466666666666667;2.413333333333333;,0.409338134,0.447,0.564,0.41581835943010836;0.4780355469884048;0.5639068590848293;0.17959176980284597;
Jan 10-- 2021 5:33:36 PM,12644,12672,13984,13563;13984;12048;12672;10953;,0.432409815,0.47,0.599,0.5291992088260148;0.41116796990675253;0.5992611332445509;0.19001094762328394;,2338021509,2.34E+09,2342261302,2342261302;2337689593;2336393709;2335741430;,53,53,53,53.0;53.0;53.0;53.0;,0.514043484,0.529,0.589,0.5175790151353594;0.4103545358914062;0.5397321631910481;0.5885082225727469;,36,36,36,36.0;36.0;36.0;36.0;,0,0,0,0;0;0;0;,2.383333333,2.52,4.493,0.0;2.56;4.493333333333333;2.48;,0.439112271,0.479,0.605,0.5386006974904132;0.41914361143696843;0.6045942954360717;0.1941104781836217;
Jan 10-- 2021 5:35:53 PM,14987.6,13328,18048,17796;18048;12797;12969;13328;,0.486842793,0.573,0.586,0.5855565921471645;0.5021073582408195;0.5827990548418599;0.573361190867655;0.19038977073951657;,2412063017,2.41E+09,2421196485,2421196485;2418416666;2409318369;2406927969;2404455597;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.57333416,0.575,0.639,0.6280291663013375;0.49623778163095006;0.6392934536038388;0.5279778390328532;0.5751325590669036;,36.4,36,38,36.0;36.0;36.0;38.0;36.0;,0,0,0,0;0;0;0;0;,0.282666667,0.36,0.573,0.48;0.0;0.5733333333333334;0.36;0.0;,0.491117612,0.581,0.586,0.5855048842104341;0.5114305873079144;0.584173656573362;0.581446320182293;0.19303261186893972;
Jan 10-- 2021 5:37:49 PM,14738.2,14844,15704,15704;14844;15454;14079;13610;,0.501151319,0.585,0.703,0.6257849782273747;0.7026971722860387;0.5854133859792092;0.3821686893478408;0.20969236868288793;,2483757770,2.48E+09,2487083304,2487083304;2486287522;2483782369;2481391982;2480243671;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.424925143,0.411,0.519,0.41124693431065895;0.5190594319570986;0.38895869141680517;0.38806998944629945;0.4172906675209074;,38,38,38,38.0;38.0;38.0;38.0;38.0;,0,0,0,0;0;0;0;0;,1.696,2.427,2.507,2.4266666666666667;0.5599999999999999;0.5599999999999999;2.4266666666666667;2.506666666666667;,0.502537474,0.585,0.702,0.6261413286112661;0.7020543849873;0.584804737367604;0.386983735607483;0.21270318147803421;
